PartitionKey,RowKey,Timestamp,ChainId,ChainName,Kardex,StoreId,StoreName,Address,City,Zipcode,Active,Phone,CvrNumber,ValidFrom,MondayFrom,MondayTo,TuesdayFrom,TuesdayTo,WednesdayFrom,WednesdayTo,ThursdayFrom,ThursdayTo,FridayFrom,FridayTo,SaturdayFrom,SaturdayTo,SundayFrom,SundayTo
368,20181231,2018-12-30T12:23:36.686Z,3,SuperBrugsen,4257,368,SuperBrugsen Lendemark,Vasen 3,STEGE,4780,true,55814228,19217418,2018-12-31T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
"369,20000101,2017-08-11T12:23:43.861Z,2,Kvickly,5700,369,Kvickly Skive,""Ågade 6, St 14 Søndercentret"",SKIVE,7800,true,96144200,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00"
"369,20180815,2018-08-15T07:23:36.957Z,2,Kvickly,5700,369,Kvickly Skive,""Ågade 6, St 14 Søndercentret"",SKIVE,7800,true,96144200,26259495,2018-08-15T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"369,20181228,2018-12-27T12:23:37.933Z,2,Kvickly,5700,369,Kvickly Skive,""Ågade 6, St 14 Søndercentret"",SKIVE,7800,true,96144200,26259495,2018-12-28T00:00:00.000Z,08:00,15:00,Lukket,Lukket,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
"369,20190108,2019-01-08T09:23:36.954Z,2,Kvickly,5700,369,Kvickly Skive,""Ågade 6, St 14 Søndercentret"",SKIVE,7800,true,96144200,26259495,2019-01-08T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00"
37,20000101,2017-08-11T12:23:57.133Z,21,Coop.dk,9915,37,FDB Møbler Lyngby,Klampenborgvej 248,KONGENS LYNGBY,2800,false,45933241,26259495,2000-01-01T00:00:00.000Z,10:00,18:00,10:00,18:00,10:00,18:00,10:00,19:00,10:00,19:00,10:00,16:00,10:00,16:00
37,20170829,2017-08-29T08:23:36.131Z,21,Coop.dk,9915,37,FDB Møbler Lyngby,Klampenborgvej 248,KONGENS LYNGBY,2800,true,45933241,26259495,2017-08-29T00:00:00.000Z,10:00,18:00,10:00,18:00,10:00,18:00,10:00,19:00,10:00,19:00,10:00,16:00,10:00,16:00
370,20000101,2017-08-11T12:24:02.358Z,3,SuperBrugsen,7055,370,SuperBrugsen Farsø,Dr Ingrids Vej 3n,FARSØ,9640,true,98631544,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,Lukket,Lukket
370,20170829,2017-08-28T16:23:37.947Z,3,SuperBrugsen,7055,370,SuperBrugsen Farsø,Dr Ingrids Vej 3n,FARSØ,9640,true,98631544,26259495,2017-08-29T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
370,20180316,2018-03-16T09:23:36.994Z,3,SuperBrugsen,7055,370,SuperBrugsen Farsø,Dr Ingrids Vej 3n,FARSØ,9640,true,98631544,26259495,2018-03-16T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
370,20180606,2018-06-05T12:23:37.372Z,3,SuperBrugsen,7055,370,SuperBrugsen Farsø,Dr Ingrids Vej 3n,FARSØ,9640,true,98631544,26259495,2018-06-06T00:00:00.000Z,08:00,20:45,Lukket,Lukket,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
370,20180607,2018-06-06T12:23:37.370Z,3,SuperBrugsen,7055,370,SuperBrugsen Farsø,Dr Ingrids Vej 3n,FARSØ,9640,true,98631544,26259495,2018-06-07T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
372,20000101,2017-08-11T12:23:39.414Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
372,20170830,2017-08-29T19:23:34.942Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2017-08-30T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
372,20180306,2018-03-06T10:23:36.293Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2018-03-06T00:00:00.000Z,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30,08:00,20:30
372,20180319,2018-03-18T20:23:36.059Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2018-03-19T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
372,20180604,2018-06-03T14:23:36.273Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2018-06-04T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00
372,20180828,2018-08-27T13:23:37.219Z,3,SuperBrugsen,7400,372,SuperBrugsen Skagen,Sct Laurentii Vej 28,SKAGEN,9990,true,98441700,26259495,2018-08-28T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
375,20000101,2017-08-11T12:23:38.782Z,3,SuperBrugsen,6413,375,SuperBrugsen Kerteminde,Hans Schacksvej 2,KERTEMINDE,5300,true,65321989,61417818,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
376,20000101,2017-08-11T12:24:02.040Z,3,SuperBrugsen,6420,376,SuperBrugsen Ferritslev,Lundsbjergvej 2,FERRITSLEV FYN,5863,true,65981180,49931816,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
377,20000101,2017-08-11T12:24:00.649Z,3,SuperBrugsen,6711,377,SuperBrugsen Rødegårdsvej,Rødegårdsvej 84-90,ODENSE C,5000,true,66133377,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
378,20000101,2017-08-11T12:24:06.900Z,3,SuperBrugsen,7331,378,SuperBrugsen Pandrup,Bredgade 9,PANDRUP,9490,true,98247433,33960719,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
378,20171125,2017-11-25T07:23:41.098Z,3,SuperBrugsen,7331,378,SuperBrugsen Pandrup,Bredgade 9,PANDRUP,9490,true,98247433,33960719,2017-11-25T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,07:00,20:00,08:00,20:00
378,20190117,2019-01-17T06:23:40.229Z,3,SuperBrugsen,7331,378,SuperBrugsen Pandrup,Bredgade 9,PANDRUP,9490,true,98247433,33960719,2019-01-17T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:00,20:00,07:30,20:00
379,20000101,2017-08-11T12:23:36.334Z,3,SuperBrugsen,2538,379,SuperBrugsen Ryomgård,Vestergade 63,RYOMGÅRD,8550,true,86394019,57873914,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
379,20180203,2018-02-03T06:23:39.053Z,3,SuperBrugsen,2538,379,SuperBrugsen Ryomgård,Vestergade 63,RYOMGÅRD,8550,true,86394019,57873914,2018-02-03T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00
38,20000101,2017-08-11T12:23:44.332Z,1,COOP MAD,9923,38,Aula Brugsen,Roskildevej 65,ALBERTSLUND,2620,true,0,26259495,2000-01-01T00:00:00.000Z,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
38,20181018,2018-10-17T21:23:40.252Z,1,COOP MAD,9923,38,Aula Brugsen,Roskildevej 65,ALBERTSLUND,2620,true,30603707,26259495,2018-10-18T00:00:00.000Z,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00,08:00,17:00
380,20000101,2017-08-11T12:23:43.361Z,2,Kvickly,2990,380,Kvickly Skanderborg,Adelgade 134-138,SKANDERBORG,8660,true,87934600,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
380,20180820,2018-08-20T05:23:40.932Z,2,Kvickly,2990,380,Kvickly Skanderborg,Adelgade 134-138,SKANDERBORG,8660,true,87934600,26259495,2018-08-20T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
381,20000101,2017-08-11T12:23:56.161Z,2,Kvickly,8930,381,Kvickly Holte,Holte Midtpunkt 23,HOLTE,2840,true,45964600,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
381,20180817,2018-08-17T07:23:36.910Z,2,Kvickly,8930,381,Kvickly Holte,Holte Midtpunkt 23,HOLTE,2840,true,45964600,26259495,2018-08-17T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
382,20000101,2017-08-11T12:23:38.904Z,3,SuperBrugsen,7023,382,SuperBrugsen Byrum,Byrum Hovedgade 77,LÆSØ,9940,true,98491311,45943011,2000-01-01T00:00:00.000Z,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,13:00,08:00,13:00
383,20000101,2017-08-11T12:23:55.862Z,3,SuperBrugsen,6550,383,SuperBrugsen City,Vestergade 76,ODENSE C,5000,true,63112350,26259495,2000-01-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,09:00,20:00,09:00,20:00
383,20180301,2018-02-28T15:23:37.317Z,3,SuperBrugsen,6550,383,SuperBrugsen City,Vestergade 76,ODENSE C,5000,true,63112350,26259495,2018-03-01T00:00:00.000Z,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,22:00,08:00,21:00,08:00,21:00
384,20000101,2017-08-11T12:24:02.060Z,3,SuperBrugsen,6590,384,SuperBrugsen Ringe,Torvet 3,RINGE,5750,true,62621080,41287519,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,18:00,08:00,18:00
385,20000101,2017-08-11T12:23:38.957Z,3,SuperBrugsen,7091,385,SuperBrugsen Hals,Midtergade 20,HALS,9370,true,98251010,35787410,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
385,20171231,2017-12-30T13:23:37.440Z,3,SuperBrugsen,7091,385,SuperBrugsen Hals,Midtergade 20,HALS,9370,true,98251010,35787410,2017-12-31T00:00:00.000Z,08:00,20:30,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
385,20180403,2018-04-03T09:23:35.997Z,3,SuperBrugsen,7091,385,SuperBrugsen Hals,Midtergade 20,HALS,9370,true,98251010,35787410,2018-04-03T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
385,20181219,2018-12-19T08:23:36.365Z,3,SuperBrugsen,7091,385,SuperBrugsen Hals,Midtergade 20,HALS,9370,true,98251010,35787410,2018-12-19T00:00:00.000Z,08:00,14:00,09:00,15:00,09:00,15:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
385,20190107,2019-01-07T10:23:38.174Z,3,SuperBrugsen,7091,385,SuperBrugsen Hals,Midtergade 20,HALS,9370,true,98251010,35787410,2019-01-07T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
386,20000101,2017-08-11T12:24:08.985Z,3,SuperBrugsen,2771,386,SuperBrugsen Samsø,Møllebakkevej 1,SAMSØ,8305,true,86592155,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
388,20000101,2017-08-11T12:23:55.952Z,2,Kvickly,2980,388,Kvickly Odder,Nørregade 6,ODDER,8300,true,87802800,64620614,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
389,20000101,2017-08-11T12:23:55.972Z,2,Kvickly,3500,389,Kvickly Ribe,Seminarievej 1,RIBE,6760,true,75421100,45757919,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,18:00,08:00,18:00
389,20180929,2018-09-28T13:23:38.002Z,2,Kvickly,3500,389,Kvickly Ribe,Seminarievej 1,RIBE,6760,true,75421100,45757919,2018-09-29T00:00:00.000Z,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,20:00,06:30,18:00,06:30,18:00
39,20000101,2017-08-11T12:23:36.903Z,3,SuperBrugsen,3320,39,SuperBrugsen Jelling,Mølvangvej 2,JELLING,7300,true,75871411,69342914,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
390,20000101,2017-08-11T12:24:01.690Z,3,SuperBrugsen,3596,390,SuperBrugsen Sønder Omme,Hovedgaden 3,SØNDER-OMME,7260,true,76727374,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
390,20180324,2018-03-23T12:23:35.539Z,3,SuperBrugsen,3596,390,SuperBrugsen Sønder Omme,Hovedgaden 3,SØNDER-OMME,7260,true,76727374,26259495,2018-03-24T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
390,20190226,2019-02-25T22:23:41.321Z,3,SuperBrugsen,3596,390,SuperBrugsen Sønder Omme,Hovedgaden 3,SØNDER-OMME,7260,false,76727374,26259495,2019-02-26T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45
391,20000101,2017-08-11T12:23:43.400Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,18:00
391,20180131,2018-01-31T10:23:39.097Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-01-31T00:00:00.000Z,08:00,19:00,08:00,19:00,Lukket,Lukket,Lukket,Lukket,08:00,19:00,08:00,18:00,08:00,18:00
391,20180203,2018-02-02T17:23:36.364Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-02-03T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,Lukket,Lukket,08:00,18:00
391,20180206,2018-02-05T17:23:36.284Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-02-06T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,18:00
391,20180328,2018-03-27T12:23:35.679Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-03-28T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,18:00,08:00,18:00,08:00,18:00
391,20180424,2018-04-23T15:23:37.300Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-04-24T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,18:00,08:00,18:00
391,20180509,2018-05-09T08:23:36.775Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-05-09T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,19:00,08:00,18:00,08:00,18:00
391,20180604,2018-06-04T07:23:36.225Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-06-04T00:00:00.000Z,08:00,19:00,08:00,18:00,08:00,19:00,08:00,18:00,08:00,19:00,08:00,18:00,08:00,18:00
391,20180606,2018-06-06T06:23:36.157Z,2,Kvickly,3780,391,Kvickly Tønder,Plantagevej 38,TØNDER,6270,true,73922121,54246315,2018-06-06T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,18:00,08:00,18:00
392,20000101,2017-08-11T12:23:43.800Z,2,Kvickly,4720,392,Kvickly Køge,Vestergade 25a,KØGE,4600,true,56371400,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
392,20180424,2018-04-23T15:23:37.320Z,2,Kvickly,4720,392,Kvickly Køge,Vestergade 25a,KØGE,4600,true,56371400,26259495,2018-04-24T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,Lukket,Lukket,08:00,20:00,08:00,20:00
392,20180505,2018-05-04T14:23:40.749Z,2,Kvickly,4720,392,Kvickly Køge,Vestergade 25a,KØGE,4600,true,56371400,26259495,2018-05-05T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,22:00,08:00,20:00,08:00,20:00
392,20180525,2018-05-25T10:25:57.566Z,2,Kvickly,4720,392,Kvickly Køge,Vestergade 25a,KØGE,4600,true,56371400,26259495,2018-05-25T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
392,20180820,2018-08-20T07:23:38.364Z,2,Kvickly,4720,392,Kvickly Køge,Vestergade 25a,KØGE,4600,true,56371400,26259495,2018-08-20T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"393,20000101,2017-08-11T12:23:59.929Z,4,Dagli'Brugsen,5056,393,Dagli'Brugsen Breum,""Aakjærsvej 1, Breum"",ROSLEV,7870,true,97576222,38215213,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,06:00,20:00,07:00,20:00,07:00,20:00"
394,20000101,2017-08-11T12:23:44.001Z,2,Kvickly,7590,394,Kvickly Vestbyen,Dannebrogsgade 64,AALBORG,9000,true,99378100,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
395,20000101,2017-08-11T12:23:57.464Z,3,SuperBrugsen,6700,395,SuperBrugsen Hårby,Algade 41,HAARBY,5683,true,64731504,37176117,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
396,20000101,2017-08-11T12:23:43.721Z,2,Kvickly,3950,396,Kvickly Sønderborg,Østergade 4,SØNDERBORG,6400,true,74421178,20031611,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,18:00,08:00,18:00
397,20000101,2017-08-11T12:24:03.111Z,3,SuperBrugsen,5020,397,SuperBrugsen Thisted,Vestergade 15,THISTED,7700,true,97920299,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
397,20180326,2018-03-26T09:23:36.460Z,3,SuperBrugsen,5020,397,SuperBrugsen Thisted,Vestergade 15,THISTED,7700,true,97920299,26259495,2018-03-26T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
397,20180605,2018-06-05T05:23:37.432Z,3,SuperBrugsen,5020,397,SuperBrugsen Thisted,Vestergade 15,THISTED,7700,true,97920299,26259495,2018-06-05T00:00:00.000Z,08:00,21:00,Lukket,Lukket,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
397,20180612,2018-06-12T05:23:37.882Z,3,SuperBrugsen,5020,397,SuperBrugsen Thisted,Vestergade 15,THISTED,7700,true,97920299,26259495,2018-06-12T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
"398,20000101,2017-08-11T12:23:48.550Z,4,Dagli'Brugsen,7452,398,Dagli'Brugsen Assens,""Storegade 15, Assens"",MARIAGER,9550,true,98583005,31083818,2000-01-01T00:00:00.000Z,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00"
"398,20181218,2018-12-17T13:23:37.165Z,4,Dagli'Brugsen,7452,398,Dagli'Brugsen Assens,""Storegade 15, Assens"",MARIAGER,9550,true,98583005,31083818,2018-12-18T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00"
40,20000101,2017-08-11T12:23:36.883Z,3,SuperBrugsen,3240,40,SuperBrugsen Guderup,Østergade 4,NORDBORG,6430,true,73151010,20031611,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
40,20181223,2018-12-22T14:23:40.187Z,3,SuperBrugsen,3240,40,SuperBrugsen Guderup,Østergade 4,NORDBORG,6430,true,73151010,20031611,2018-12-23T00:00:00.000Z,07:00,14:00,Lukket,Lukket,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
400,20000101,2017-08-11T12:23:46.929Z,4,Dagli'Brugsen,5160,400,Dagli'Brugsen Hammershøj,Randersvej 1,TJELE,8830,true,86451045,45709914,2000-01-01T00:00:00.000Z,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
"401,20000101,2017-08-11T12:24:02.330Z,3,SuperBrugsen,6761,401,SuperBrugsen Bullerup,""Mølledammen 5, Butikstorvet"",AGEDRUP,5320,true,63100100,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00"
"401,20180326,2018-03-26T08:23:38.452Z,3,SuperBrugsen,6761,401,SuperBrugsen Bullerup,""Mølledammen 5, Butikstorvet"",AGEDRUP,5320,true,63100100,26259495,2018-03-26T00:00:00.000Z,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45,08:00,20:45"
403,20000101,2017-08-11T12:23:56.531Z,3,SuperBrugsen,6002,403,SuperBrugsen Faaborg,Mellemgade 22,FAABORG,5600,true,62610444,36683414,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
403,20180206,2018-02-05T18:23:38.782Z,3,SuperBrugsen,6002,403,SuperBrugsen Faaborg,Mellemgade 22,FAABORG,5600,true,62610444,36683414,2018-02-06T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
404,20000101,2017-08-11T12:23:44.697Z,18,Brugsen,1045,404,Brugsen Herman Bangs Plads,Herman Bangs Plads 3,VALBY,2500,true,36302807,26259495,2000-01-01T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
404,20180502,2018-05-01T21:23:37.620Z,18,Brugsen,1045,404,Brugsen Herman Bangs Plads,Herman Bangs Plads 3,VALBY,2500,false,36302807,26259495,2018-05-02T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
404,20180503,2018-05-02T12:23:37.408Z,4,Dagli'Brugsen,1135,404,Lokalbrugsen Herman Bangs Plads,Herman Bangs Plads 3,VALBY,2500,false,36302807,26259495,2018-05-03T00:00:00.000Z,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,08:00,14:00,Lukket,Lukket
404,20180622,2018-06-22T08:23:37.299Z,4,Dagli'Brugsen,1135,404,Lokalbrugsen Herman Bangs Plads,Herman Bangs Plads 3,VALBY,2500,true,36302807,26259495,2018-06-22T00:00:00.000Z,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,08:00,14:00,Lukket,Lukket
404,20180930,2018-09-30T08:23:38.088Z,4,Dagli'Brugsen,1135,404,Lokalbrugsen Herman Bangs Plads,Herman Bangs Plads 3,VALBY,2500,true,36302807,26259495,2018-09-30T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
405,20000101,2017-08-11T12:23:38.823Z,3,SuperBrugsen,6750,405,SuperBrugsen Rudkøbing,Ahlefeldtsgade 5,RUDKØBING,5900,true,62511354,43132911,2000-01-01T00:00:00.000Z,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00
405,20181113,2018-11-13T09:23:37.750Z,3,SuperBrugsen,6750,405,SuperBrugsen Rudkøbing,Ahlefeldtsgade 5,RUDKØBING,5900,true,62511354,43132911,2018-11-13T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
406,20000101,2017-08-11T12:23:44.120Z,2,Kvickly,8790,406,Kvickly Helsingør,Stjernegade 25,HELSINGØR,3000,true,49250100,26259495,2000-01-01T00:00:00.000Z,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
406,20180820,2018-08-20T08:23:37.748Z,2,Kvickly,8790,406,Kvickly Helsingør,Stjernegade 25,HELSINGØR,3000,true,49250100,26259495,2018-08-20T00:00:00.000Z,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
